subzone,planning_area,supply,n_centres,pct_full_avg,demand_2026,organic_2026,bto_2026,gap_2026,demand_2027,organic_2027,bto_2027,gap_2027,demand_2028,organic_2028,bto_2028,gap_2028,demand_2029,organic_2029,bto_2029,gap_2029,demand_2030,organic_2030,bto_2030,gap_2030,demand_2031,organic_2031,bto_2031,gap_2031,gap_trend,centres_needed_2031,category,bto_share_2031,first_deficit_year,supply_younger,supply_older,demand_younger_2026,demand_older_2026,gap_younger_2026,gap_older_2026,demand_younger_2027,demand_older_2027,gap_younger_2027,gap_older_2027,demand_younger_2028,demand_older_2028,gap_younger_2028,gap_older_2028,demand_younger_2029,demand_older_2029,gap_younger_2029,gap_older_2029,demand_younger_2030,demand_older_2030,gap_younger_2030,gap_older_2030,demand_younger_2031,demand_older_2031,gap_younger_2031,gap_older_2031
Cheng San,Ang Mo Kio,700.0,7.0,0.2571428571428572,873.5112890137276,674.1512890137276,199.36,173.5112890137276,865.5879269851858,666.2279269851858,199.36,165.58792698518585,857.8283857937494,658.4683857937493,199.36,157.82838579374936,850.2294078303345,650.8694078303345,199.36,150.22940783033448,842.7878003988828,643.4278003988828,199.36,142.78780039888284,835.5004344230119,636.1404344230119,199.36,135.50043442301194,-38.01085459071567,2.0,Urgent: deficit today,0.23861148574707325,2026.0,360.0,240.0,538.7579742251578,334.7533147885698,178.7579742251578,94.75331478856981,530.5512414297618,335.0366855554239,170.55124142976183,95.0366855554239,522.5080232891779,335.32036250457156,162.5080232891779,95.32036250457156,514.6250618634917,335.60434596684297,154.62506186349174,95.60434596684297,506.8991641254571,335.8886362734258,146.8991641254571,95.88863627342579,499.3272006671465,336.1732337558654,139.32720066714649,96.1732337558654
Sembawang Hills,Ang Mo Kio,300.0,3.0,0.06666666666666667,159.77463525145828,159.77463525145828,0.0,-140.22536474854172,158.23323938015366,158.23323938015366,0.0,-141.76676061984634,156.72432918747074,156.72432918747074,0.0,-143.27567081252926,155.24725933109602,155.24725933109602,0.0,-144.75274066890398,153.80139732887937,153.80139732887937,0.0,-146.19860267112063,152.38612330260455,152.38612330260455,0.0,-147.61387669739545,-7.388511948853733,0.0,Comfortable,0.0,,180.0,120.0,81.60134823843178,78.1732870130265,-98.39865176156822,-41.826712986973504,79.97548608085333,78.2577532993003,-100.02451391914667,-41.742246700699695,78.38201833602065,78.34231085145008,-101.61798166397935,-41.65768914854992,76.82029956300735,78.42695976808868,-103.17970043699265,-41.57304023191132,75.28969718094389,78.51170014793549,-104.71030281905611,-41.488299852064515,73.78959121278803,78.59653208981652,-106.21040878721197,-41.40346791018348
Jelebu,Bukit Panjang,700.0,7.0,0.419047619047619,636.2447633551712,636.2447633551712,0.0,-63.755236644828756,676.1015110187382,629.3415110187382,46.760000000000005,-23.898488981261835,716.1020405556326,622.5820405556326,93.52000000000001,16.102040555632584,709.4834939313444,615.9634939313444,93.52000000000001,9.483493931344356,703.0030700634186,609.4830700634186,93.52000000000001,3.0030700634185905,696.658023686725,603.138023686725,93.52000000000001,-3.3419763132750404,60.413260331553715,0.0,Comfortable,0.13424089986804535,2028.0,415.0,226.66666666666669,361.3773993416264,274.8673640135448,-53.622600658373585,48.20069734687809,383.9335162801427,292.1679947385955,-31.066483719857274,65.50132807192881,406.6330941893902,309.4689463662424,-8.366905810609808,82.8022796995757,399.71691105175984,309.76658287958446,-15.283088948240163,83.09991621291778,392.9385290740502,310.0645409893684,-22.061470925949777,83.39787432270174,386.29520264364567,310.3628210430792,-28.704797356354334,83.6961543764125
Keat Hong,Choa Chu Kang,1400.0,14.0,0.14285714285714285,2344.4028215411927,2046.3428215411925,298.06000000000006,944.4028215411927,2455.900206115478,2019.6602061154776,436.24,1055.9002061154779,2429.7644510532887,1993.5244510532887,436.24,1029.7644510532887,2404.1646769108847,1967.9246769108847,436.24,1004.1646769108847,2379.090221029256,1942.850221029256,436.24,979.0902210292561,2354.530633214825,1918.2906332148248,436.24,954.5306332148248,10.127811673632095,10.0,Urgent: deficit today,0.185276841951454,2026.0,765.0,476.6666666666667,1565.2401300452527,779.1626914959398,800.2401300452527,302.49602482927315,1625.7654666616577,830.1347394538202,860.7654666616577,353.4680727871535,1598.904153248764,830.8602978045247,833.904153248764,354.19363113785806,1572.5780367893967,831.5866401214881,807.5780367893967,354.91997345482145,1546.7764537774697,832.3137672517864,781.7764537774697,355.64710058511974,1521.4889531714139,833.0416800434109,756.4889531714139,356.3750133767442
Bendemeer,Kallang,1800.0,18.0,0.26666666666666666,1808.2004453525487,1182.1204453525486,626.08,8.20044535254874,1925.8498144553612,1167.8898144553611,757.96,125.84981445536118,1911.9127940186193,1153.9527940186192,757.96,111.91279401861925,1898.26354489857,1140.30354489857,757.96,98.26354489856999,1884.8963443049602,1126.9363443049601,757.96,84.89634430496017,1871.80558348277,1113.84558348277,757.96,71.80558348277009,63.60513813022135,1.0,Urgent: deficit today,0.4049352169308651,2026.0,970.0,663.3333333333334,1136.7124580879758,671.4879872645727,166.71245808797585,8.154653931239295,1205.9259130259024,719.9239014294586,235.92591302590245,56.59056809612525,1191.5088239059878,720.4039701126314,221.5088239059878,57.07063677929807,1177.3789873882483,720.8845575103217,207.37898738824833,57.551224176988285,1163.53068012196,721.3656641830003,193.5306801219599,58.03233084966689,1149.9582927910258,721.8472906917442,179.95829279102577,58.513957358410835
Balestier,Novena,1300.0,13.0,0.2,873.5285681901404,873.5285681901404,0.0,-426.4714318098596,1009.2984980040716,863.6984980040716,145.60000000000002,-290.7015019959284,1248.73247084163,854.07247084163,394.6600000000001,-51.26752915837005,1342.7664301004552,844.6464301004552,498.12000000000006,42.76643010045518,1333.536400013322,835.4164000133219,498.12000000000006,33.53640001332201,1324.498484037554,826.3784840375539,498.12000000000006,24.498484037553908,450.9699158474135,1.0,Emerging: deficit by 2031,0.3760819706501655,2029.0,750.0,500.0,512.9227603558568,360.6058078342835,-237.07723964414322,-139.3941921657165,595.3576008199092,413.9408971841624,-154.64239918009082,-86.0591028158376,743.8342451251168,504.8982257165132,-6.165754874883191,4.8982257165131955,799.8559089415007,542.9105211589546,49.85590894150073,42.910521158954566,790.2349796828162,543.3014203305058,40.234979682816174,43.301420330505834,780.8057421686935,543.6927418688604,30.80574216869354,43.69274186886037
Tuas Promenade,Tuas,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comfortable,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serangoon Central,Serangoon,700.0,7.0,0.42857142857142855,468.69857112862417,468.69857112862417,0.0,-231.30142887137583,463.4915586785033,463.4915586785033,0.0,-236.50844132149672,458.3927572409217,458.3927572409217,0.0,-241.6072427590783,453.40001559424763,453.40001559424763,0.0,-246.59998440575237,448.51122538397317,448.51122538397317,0.0,-251.48877461602683,443.7243202686167,443.7243202686167,0.0,-256.2756797313833,-24.974250860007487,0.0,Relocation candidate,0.0,,330.0,320.0,272.0044941281059,196.69407700051823,-57.995505871894125,-123.30592299948177,266.58495360284445,196.90660507565883,-63.41504639715555,-123.09339492434117,261.27339445340215,197.11936278751955,-68.72660554659785,-122.88063721248045,256.0676652100245,197.33235038422313,-73.93233478997553,-122.66764961577687,250.96565726981297,197.5455681141602,-79.03434273018703,-122.4544318858398,245.9653040426267,197.75901622598994,-84.03469595737329,-122.24098377401006
Bishan East,Bishan,1100.0,11.0,0.2545454545454545,965.4569681735213,623.0169681735213,342.44000000000005,-134.54303182647868,1169.309146757759,616.589146757759,552.72,69.30914675775898,1163.0158634450672,610.2958634450672,552.72,63.015863445067225,1156.8544446253536,604.1344446253537,552.72,56.85444462535361,1150.8222699662929,598.1022699662927,552.72,50.82226996629288,1144.9167713518032,592.1967713518032,552.72,44.91677135180316,179.45980317828185,1.0,Emerging: deficit by 2031,0.48275998206175597,2027.0,630.0,420.0,555.9790920527239,409.4778761207975,-74.0209079472761,-10.522123879202525,683.0579228544443,486.2512239033146,53.057922854444314,66.25122390331461,676.4564136258518,486.5594498192154,46.45641362585184,66.55944981921539,669.9864358519395,486.86800877341415,39.98643585193952,66.86800877341415,663.6453688405338,487.17690112575895,33.64536884053382,67.17690112575895,657.4306441153167,487.4861272364866,27.43064411531668,67.4861272364866
Tampines West,Tampines,3900.0,39.0,0.4658119658119658,3980.899804551059,2425.9198045510584,1554.9800000000002,80.89980455105888,4256.946807455901,2397.606807455901,1859.3400000000001,356.94680745590085,4307.759565236125,2369.879565236125,1937.88,407.7595652361251,4280.6064304222145,2342.726430422214,1937.88,380.60643042221454,4254.015987639357,2316.135987639357,1937.88,354.01598763935726,4227.977048983119,2290.0970489831184,1937.88,327.97704898311895,247.07724443206007,4.0,Urgent: deficit today,0.45834685892301247,2026.0,2038.3333333333333,1520.0,2462.242774052044,1518.657030499015,423.9094407187106,-1.3429695009849638,2626.583469571764,1630.3633378841369,588.2501362384307,110.36333788413685,2647.8051707483555,1659.9543944877696,609.4718374150223,139.9543944877696,2619.619865273496,1660.9865651487175,581.2865319401628,140.98656514871755,2591.9961365686368,1662.0198510707205,553.6628032353035,142.0198510707205,2564.9227955243,1663.0542534588185,526.5894621909667,143.0542534588185
Brickworks,Bukit Batok,1200.0,12.0,0.2611111111111111,4272.692242433014,1355.652242433014,2917.0400000000004,3072.692242433014,4386.717844668949,1334.9978446689488,3051.7200000000003,3186.7178446689486,4477.081842375674,1314.761842375674,3162.32,3277.0818423756737,4567.855906673438,1294.9359066734382,3272.92,3367.855906673438,4548.431874638874,1275.5118746388741,3272.92,3348.4318746388744,4529.401745998417,1256.4817459984174,3272.92,3329.401745998417,256.7095035654029,34.0,Urgent: deficit today,0.722594325595322,2026.0,625.0,366.6666666666667,2909.344151942706,1363.348090490308,2284.344151942706,996.6814238236414,2974.0682424546485,1412.6496022143003,2349.0682424546485,1045.9829355476336,3023.886738786483,1453.195103589191,2398.886738786483,1086.5284369225242,3074.114948040368,1493.7409586330705,2449.114948040368,1127.0742919664037,3054.3628887289774,1494.068985909897,2429.3628887289774,1127.4023192432303,3035.0043783780134,1494.397367620404,2410.0043783780134,1127.7307009537374
Serangoon North,Serangoon,800.0,8.0,0.25,340.3422224922787,340.3422224922787,0.0,-459.6577775077213,336.79217398573496,336.79217398573496,0.0,-463.20782601426504,333.316349438873,333.316349438873,0.0,-466.683650561127,329.91327375219123,329.91327375219123,0.0,-470.08672624780877,326.58150122081395,326.58150122081395,0.0,-473.41849877918605,323.3196149488226,323.3196149488226,0.0,-476.6803850511774,-17.022607543456104,0.0,Comfortable,0.0,,430.0,286.6666666666667,186.5173674021298,153.8248550901489,-243.4826325978702,-132.84181157651778,182.8011110419505,153.99106294378447,-247.1988889580495,-132.67560372288222,179.1588990537615,154.15745038511145,-250.8411009462385,-132.50921628155524,175.5892561440168,154.32401760817447,-254.4107438559832,-132.3426490584922,172.09073641358606,154.49076480722786,-257.90926358641394,-132.17590185943882,168.6619227720869,154.65769217673574,-261.3380772279131,-132.00897448993095
Guilin,Bukit Batok,500.0,5.0,0.8400000000000001,310.8264543109405,310.8264543109405,0.0,-189.1735456890595,307.65261696626726,307.65261696626726,0.0,-192.34738303373274,304.54527884961794,304.54527884961794,0.0,-195.45472115038206,301.5031185251781,301.5031185251781,0.0,-198.49688147482192,298.5248408898264,298.5248408898264,0.0,-201.4751591101736,295.6091766484744,295.6091766484744,0.0,-204.39082335152563,-15.217277662466131,0.0,Comfortable,0.0,,280.0,203.33333333333334,167.0884749644079,143.7379793465326,-112.91152503559209,-59.595353986800745,163.75932864174732,143.89328832451992,-116.24067135825268,-59.44004500881343,160.49651373566135,144.0487651139566,-119.50348626433865,-59.28456821937675,157.29870862901504,144.20440989616304,-122.70129137098496,-59.1289234371703,154.16461803717084,144.36022285265557,-125.83538196282916,-58.973110480677775,151.09297248332786,144.51620416514652,-128.90702751667214,-58.817129168186824
Wenya,Jurong West,400.0,4.0,0.15,324.7991085421012,324.7991085421012,0.0,-75.20089145789882,321.55874806557244,321.55874806557244,0.0,-78.44125193442756,318.3864411843928,318.3864411843928,0.0,-81.61355881560718,315.2808357401899,315.2808357401899,0.0,-84.7191642598101,312.2406065196817,312.2406065196817,0.0,-87.7593934803183,309.2644547178154,309.2644547178154,0.0,-90.7355452821846,-15.534653824285783,0.0,Comfortable,0.0,,220.0,146.66666666666669,170.9742534519523,153.8248550901489,-49.02574654804769,7.1581884234822155,167.56768512178795,153.99106294378447,-52.432314878212054,7.324396277117785,164.22899079928138,154.15745038511145,-55.77100920071862,7.49078371844476,160.95681813201537,154.32401760817447,-59.04318186798463,7.6573509415077865,157.74984171245387,154.49076480722786,-62.25015828754613,7.824098140561176,154.60676254107966,154.65769217673574,-65.39323745892034,7.991025510069051
Nature Reserve,Bukit Panjang,500.0,5.0,0.08,106.19933709534308,106.19933709534308,0.0,-393.8006629046569,105.08977664211616,105.08977664211616,0.0,-394.91022335788386,104.00341099228599,104.00341099228599,0.0,-395.996589007714,102.93977917705959,102.93977917705959,0.0,-397.06022082294044,101.89842941346416,101.89842941346416,0.0,-398.10157058653584,100.87891892132599,100.87891892132599,0.0,-399.121081078674,-5.320418174017107,0.0,Comfortable,0.0,,290.0,210.0,58.286677313165555,47.91265978217753,-231.71332268683443,-162.0873402178225,57.125347200609525,47.96442944150664,-232.87465279939047,-162.03557055849336,55.98715595430047,48.01625503798553,-234.01284404569952,-161.98374496201447,54.87164254500525,48.06813663205435,-235.12835745499476,-161.93186336794565,53.77835512924564,48.12007428421852,-236.22164487075435,-161.8799257157815,52.70685086627716,48.17206805504884,-237.29314913372284,-161.82793194495116
Tampines East,Tampines,5400.0,54.0,0.27901234567901234,3493.5428301746188,3456.1628301746186,37.38,-1906.4571698253812,3490.663716342617,3415.903716342617,74.76,-1909.3362836573829,3451.2376488971013,3376.477648897101,74.76,-1948.7623511028987,3412.628063238733,3337.8680632387327,74.76,-1987.371936761267,3374.8187248448226,3300.0587248448223,74.76,-2025.1812751551774,3337.793722692772,3263.033722692772,74.76,-2062.206277307228,-155.74910748184675,0.0,Relocation candidate,0.022398028821172096,,2935.0,2040.0,2118.2218775136885,1375.3209526609305,-816.7781224863115,-664.6790473390695,2100.2786881964475,1390.3850281461696,-834.7213118035525,-649.6149718538304,2059.3796827457422,1391.8579661513593,-875.6203172542578,-648.1420338486407,2019.2955675717337,1393.3324956669992,-915.7044324282663,-646.6675043330008,1980.010106432105,1394.8086184127178,-954.989893567895,-645.1913815872822,1941.507386582771,1396.2863361100005,-993.492613417229,-643.7136638899995
Lorong Ah Soo,Hougang,1700.0,17.0,0.29705882352941176,738.6649150097804,656.6249150097805,82.04,-961.3350849902196,813.6604422529002,649.5804422529002,164.08,-886.3395577470998,806.7628512718162,642.6828512718162,164.08,-893.2371487281838,800.0092225773593,635.9292225773593,164.08,-899.9907774226407,793.3966948572003,629.3166948572002,164.08,-906.6033051427997,786.9224638167151,622.842463816715,164.08,-913.0775361832849,48.257548806934665,0.0,Comfortable,0.20850847134822226,,920.0,663.3333333333334,421.3562290439879,317.30868596579245,-498.6437709560121,-346.0246473675409,466.20841105840583,347.4520311944944,-453.79158894159417,-315.881302138839,458.9998664984484,347.76298477336775,-461.0001335015516,-315.5703485599656,451.93494823957866,348.07427433778065,-468.06505176042134,-315.2590589955527,445.01079460643456,348.3859002507657,-474.98920539356544,-314.94743308256767,438.22460094096743,348.6978628757476,-481.77539905903257,-314.63547045758577
Flora Drive,Pasir Ris,300.0,3.0,0.0,379.9448664172332,379.9448664172332,0.0,79.94486641723319,376.0295056244673,376.0295056244673,0.0,76.02950562446728,372.19610529928275,372.19610529928275,0.0,72.19610529928275,368.4430366912159,368.4430366912159,0.0,68.44303669121592,364.7687035063738,364.7687035063738,0.0,64.76870350637381,361.1715412607602,361.1715412607602,0.0,61.17154126076019,-18.773325156472993,1.0,Urgent: deficit today,0.0,2026.0,170.0,113.33333333333334,205.94625983985165,173.99860657738157,35.94625983985165,60.66527324404822,201.84289344215367,174.18661218231358,31.842893442153667,60.85327884898024,197.82128437186168,174.37482092742115,27.82128437186168,61.04148759408781,193.87980365901856,174.56323303219736,23.879803659018563,61.22989969886402,190.01685479000128,174.7518487163725,20.016854790001275,61.418515383039164,186.23087306084597,174.9406681999142,16.230873060845965,61.60733486658086
Hillview,Bukit Batok,1000.0,10.0,0.04,399.16735868757854,399.16735868757854,0.0,-600.8326413124214,395.0279060290376,395.0279060290376,0.0,-604.9720939709624,390.9750504435091,390.9750504435091,0.0,-609.0249495564909,387.00707098422555,387.00707098422555,0.0,-612.9929290157745,383.1222809981522,383.1222809981522,0.0,-616.8777190018478,379.3190274427075,379.3190274427075,0.0,-620.6809725572925,-19.848331244871133,0.0,Comfortable,0.0,,570.0,380.0,217.60359530248476,181.56376338509378,-352.3964046975152,-198.43623661490622,213.26796288227558,181.759943146762,-356.7320371177244,-198.240056853238,209.01871556272175,181.9563348807873,-360.98128443727825,-198.0436651192127,204.8541321680196,182.15293881620593,-365.1458678319804,-197.84706118379407,200.77252581585037,182.34975518230175,-369.2274741841496,-197.65024481769825,196.7722432341014,182.54678420860608,-373.22775676589856,-197.45321579139392
Toh Tuck,Clementi,300.0,3.0,0.3333333333333333,0.0,0.0,0.0,-300.0,0.0,0.0,0.0,-300.0,0.0,0.0,0.0,-300.0,0.0,0.0,0.0,-300.0,0.0,0.0,0.0,-300.0,0.0,0.0,0.0,-300.0,0.0,0.0,Comfortable,0.0,,170.0,113.33333333333334,0.0,0.0,-170.0,-113.33333333333334,0.0,0.0,-170.0,-113.33333333333334,0.0,0.0,-170.0,-113.33333333333334,0.0,0.0,-170.0,-113.33333333333334,0.0,0.0,-170.0,-113.33333333333334,0.0,0.0,-170.0,-113.33333333333334
Mount Pleasant,Novena,0.0,0.0,,19.222492270345352,19.222492270345352,0.0,19.222492270345352,18.99840040457032,18.99840040457032,0.0,18.99840040457032,18.77894514422623,18.77894514422623,0.0,18.77894514422623,18.56403429300963,18.56403429300963,0.0,18.56403429300963,18.353577491778367,18.353577491778367,0.0,18.353577491778367,18.147486181947354,18.147486181947354,0.0,18.147486181947354,-1.0750060883979984,1.0,Urgent: deficit today,0.0,2026.0,0.0,0.0,11.657335462633112,7.565156807712241,11.657335462633112,7.565156807712241,11.425069440121906,7.573330964448417,11.425069440121906,7.573330964448417,11.197431190860094,7.581513953366136,11.197431190860094,7.581513953366136,10.97432850900105,7.589705784008582,10.97432850900105,7.589705784008582,10.755671025849129,7.597906465929239,10.755671025849129,7.597906465929239,10.541370173255432,7.606116008691921,10.541370173255432,7.606116008691921
Hillcrest,Bukit Timah,700.0,7.0,0.028571428571428574,367.6683304524705,367.6683304524705,0.0,-332.3316695475295,364.4742901974468,364.4742901974468,0.0,-335.5257098025532,361.34835358680095,361.34835358680095,0.0,-338.65164641319905,358.28916851623853,358.28916851623853,0.0,-341.71083148376147,355.2954098266141,355.2954098266141,0.0,-344.7045901733859,352.3657787670696,352.3657787670696,0.0,-347.6342212329304,-15.302551685400886,0.0,Comfortable,0.0,,400.0,266.6666666666667,170.9742534519523,196.69407700051823,-229.0257465480477,-69.97258966614845,167.56768512178795,196.90660507565883,-232.43231487821205,-69.76006159100785,164.22899079928138,197.11936278751955,-235.77100920071862,-69.54730387914714,160.95681813201537,197.33235038422313,-239.04318186798463,-69.33431628244355,157.74984171245387,197.5455681141602,-242.25015828754613,-69.12109855250648,154.60676254107966,197.75901622598994,-245.39323745892034,-68.90765044067675
Joo Seng,Toa Payoh,800.0,8.0,0.15625,233.1916261800483,233.1916261800483,0.0,-566.8083738199517,230.50524850965996,230.50524850965996,0.0,-569.49475149034,227.87451304850347,227.87451304850347,0.0,-572.1254869514966,225.29831344411843,225.29831344411843,0.0,-574.7016865558816,222.77556538998348,222.77556538998348,0.0,-577.2244346100165,220.3052061862655,220.3052061862655,0.0,-579.6947938137345,-12.886419993782738,0.0,Comfortable,0.0,,410.0,290.0,139.8880255515973,93.30360062845098,-270.1119744484027,-196.69639937154903,137.10083328146285,93.40441522819712,-272.8991667185371,-196.59558477180286,134.36917429032113,93.50533875818235,-275.6308257096789,-196.49466124181765,131.6919421080126,93.60637133610584,-278.3080578919874,-196.39362866389416,129.06805231018953,93.70751307979396,-280.9319476898105,-196.29248692020604,126.49644207906516,93.80876410720036,-283.50355792093484,-196.19123589279963
Chin Bee,Jurong West,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comfortable,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorong 8 Toa Payoh,Toa Payoh,300.0,3.0,0.5333333333333333,104.83527754370279,104.83527754370279,0.0,-195.16472245629723,103.80586381689169,103.80586381689169,0.0,-196.1941361831083,102.7981052464547,102.7981052464547,0.0,-197.2018947535453,101.8115716020621,101.8115716020621,0.0,-198.1884283979379,100.84584122682419,100.84584122682419,0.0,-199.15415877317582,99.90050086647149,99.90050086647149,0.0,-200.09949913352852,-4.934776677231298,0.0,Comfortable,0.0,,110.0,173.33333333333334,54.40089882562119,50.434378718081604,-55.59910117437881,-122.89895461525174,53.316990720568896,50.488873096322784,-56.683009279431104,-122.84446023701057,52.25467889068044,50.543426355774244,-57.74532110931956,-122.7899069775591,51.2135330420049,50.598038560057205,-58.7864669579951,-122.73529477327614,50.19313145396259,50.6527097728616,-59.80686854603741,-122.68062356047174,49.19306080852535,50.707440057946144,-60.80693919147465,-122.6258932753872
Toh Guan,Jurong East,800.0,8.0,0.15,368.9486432720676,289.2886432720676,79.66000000000001,-431.0513567279324,445.49315490251365,286.1731549025136,159.32000000000002,-354.50684509748635,442.442602561477,283.1226025614769,159.32000000000002,-357.557397438523,439.4556955261577,280.1356955261577,159.32000000000002,-360.5443044738423,436.53116879404183,277.2111687940418,159.32000000000002,-363.46883120595817,433.66778257044143,274.3477825704414,159.32000000000002,-366.33221742955857,64.71913929837382,0.0,Comfortable,0.3673779939466022,,450.0,300.0,213.89542374959086,155.05321952247675,-236.10457625040914,-144.94678047752325,261.3364267071612,184.1567281953524,-188.6635732928388,-115.8432718046476,258.1494912174959,184.29311134398108,-191.8505087825041,-115.70688865601892,255.02605367146927,184.4296418546885,-194.97394632853073,-115.5703581453115,251.96484890734234,184.56631988669946,-198.03515109265766,-115.43368011330054,248.96463697103061,184.70314559941082,-201.03536302896939,-115.29685440058918
Simei,Tampines,1400.0,14.0,0.18571428571428572,959.6798123456321,959.6798123456321,0.0,-440.32018765436794,949.6163462590861,949.6163462590861,0.0,-450.3836537409139,939.7631759941941,939.7631759941941,0.0,-460.23682400580594,930.1161220965366,930.1161220965366,0.0,-469.8838779034634,920.6710883964604,920.6710883964604,0.0,-479.3289116035396,911.4240603496856,911.4240603496856,0.0,-488.57593965031435,-48.25575199594641,0.0,Relocation candidate,0.0,,770.0,513.3333333333334,528.4658743060344,431.21393803959774,-241.53412569396562,-82.11939529373564,517.9364812855263,431.67986497355975,-252.06351871447373,-81.65346835977363,507.6168806523242,432.1462953418698,-262.3831193476758,-81.18703799146357,497.50289240804756,432.61322968848907,-272.49710759195244,-80.7201036448443,487.59041983849374,433.08066855796665,-282.40958016150626,-80.25266477536672,477.87544785424615,433.5486124954395,-292.12455214575385,-79.78472083789387
Boon Lay Place,Jurong West,800.0,8.0,0.325,1218.6785166591096,1001.6785166591095,217.00000000000003,418.6785166591096,1207.3545007012074,990.3545007012073,217.00000000000003,407.35450070120737,1196.2654384698048,979.2654384698047,217.00000000000003,396.26543846980485,1185.4066587205193,968.4066587205193,217.00000000000003,385.4066587205193,1174.7735832918445,957.7735832918444,217.00000000000003,374.7735832918445,1164.3617252505362,947.3617252505362,217.00000000000003,364.3617252505362,-54.31679140857341,4.0,Urgent: deficit today,0.18636820095860507,2026.0,410.0,273.33333333333337,728.7292391976534,489.94927746145606,318.72923919765344,216.6159441281227,716.9610940570857,490.3934066441216,306.9610940570857,217.06007331078825,705.4274227611539,490.838015708651,295.42742276115393,217.50468237531766,694.1235535469623,491.28310517355715,284.1235535469623,217.94977184022378,683.0449077339316,491.72867555791294,273.0449077339316,218.39534222457957,672.1869978691843,492.174727381352,262.1869978691843,218.84139404801863
Bukit Batok East,Bukit Batok,400.0,4.0,0.5,217.85491239724732,217.85491239724732,0.0,-182.14508760275268,215.31520458513026,215.31520458513026,0.0,-184.68479541486974,212.82804496789728,212.82804496789728,0.0,-187.17195503210272,210.39238865410914,210.39238865410914,0.0,-189.60761134589086,208.00721157348812,208.00721157348812,0.0,-191.99278842651188,205.67151006206998,205.67151006206998,0.0,-194.32848993793002,-12.183402335177334,0.0,Comfortable,0.0,,240.0,160.0,132.1164685765086,85.73844382073874,-107.8835314234914,-74.26155617926126,129.48412032138157,85.8310842637487,-110.51587967861843,-74.1689157362513,126.90422016308105,85.92382480481622,-113.09577983691895,-74.07617519518378,124.37572310201189,86.01666555209725,-115.62427689798811,-73.98333444790275,121.89760495962344,86.10960661386471,-118.10239504037656,-73.89039338613529,119.46886196356154,86.20264809850843,-120.53113803643846,-73.79735190149157
Bukit Batok West,Bukit Batok,500.0,5.0,0.43,417.8513920757896,417.8513920757896,0.0,-82.14860792421041,412.9159215909148,412.9159215909148,0.0,-87.08407840908518,408.08245053739967,408.08245053739967,0.0,-91.91754946260033,403.3489505902061,403.3489505902061,0.0,-96.65104940979393,398.7134338418379,398.7134338418379,0.0,-101.28656615816209,394.17395199704714,394.17395199704714,0.0,-105.82604800295286,-23.67744007874245,0.0,Relocation candidate,0.0,,210.0,256.6666666666667,256.4613801779284,161.39001189786114,46.46138017792839,-95.27665476880554,251.35152768268188,161.5643939082329,41.351527682681876,-95.1022727584338,246.34348619892202,161.7389643384776,36.34348619892202,-94.9277023281891,241.43522719802306,161.91372339218307,31.435227198023057,-94.75294327448361,236.62476256868078,162.0886712731571,26.62476256868078,-94.57799539350958,231.9101438116195,162.26380818542765,21.91014381161949,-94.40285848123904
Bukit Batok Central,Bukit Batok,900.0,9.0,0.3333333333333333,891.1684109845144,819.2084109845143,71.96000000000001,-8.831589015485633,881.3612684277083,809.4012684277083,71.96000000000001,-18.638731572291704,871.7565674222358,799.7965674222357,71.96000000000001,-28.243432577764224,862.3502820373976,790.3902820373976,71.96000000000001,-37.64971796260238,853.1384665651774,781.1784665651774,71.96000000000001,-46.861533434822604,844.1172539218559,772.1572539218558,71.96000000000001,-55.88274607814412,-47.05115706265849,0.0,Relocation candidate,0.08524882019134951,,500.0,333.33333333333337,554.8297091410396,336.3387018434746,54.82970914103964,3.0053685101412384,544.6874261580504,336.6738422696578,44.68742615805036,3.3405089363244542,534.7472226069514,337.00934481528435,34.74722260695137,3.6760114819509795,525.005072165773,337.34520987162455,25.005072165772958,4.011876538291176,515.4570287348058,337.6814378303716,15.457028734805817,4.348104497038207,506.0992248382144,338.0180290836415,6.099224838214411,4.684695750308151
